veh id,manufacturer,nameplate,model,CVCM class,EPA class,fleet type,fuel type,footprint,baseline price,baseline mpg,baseline sales,predicted mpg
201,Ford,Ford,Taurus FWD,5,LARGE CARS,C,G,51.4258333333333,24473.88,27.3071,70830,26.9992748416881
202,Ford,Ford,Taurus X AWD,12,SUV,C,G,50.4521875,30426.6,22.9313,14830,23.3125889101923
203,Ford,Ford,Taurus X FWD,12,SUV,C,G,50.4521875,28539.6,24.1996,27271,25.9109
204,GENERAL MOTORS,GMC,Acadia AWD,11,SUV,T,G,55.8,34758.54,22.068,34264,23.9575
205,GENERAL MOTORS,GMC,Acadia FWD,12,SUV,T,G,55.8,32718.54,24.5122,52589,24.7831
206,GENERAL MOTORS,GMC,C15 Sierra 2WD 119WB,18,STANDARD PICKUP TRUCKS,T,G,55.9,27727.2657180649,20.9436171589149,14039.19,21.8884
207,GENERAL MOTORS,GMC,C15 Sierra 2WD 133WB/134WB,18,STANDARD PICKUP TRUCKS,T,G,62.5189665328471,26394.0336733592,21.1370759022074,13054.89,19.6343
208,GENERAL MOTORS,GMC,C15 Sierra 2WD 143WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,29470.3956796183,20.8500404941334,32827.84,21.4483818496549
209,GENERAL MOTORS,GMC,C15 Sierra 2WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73.9,30192.2137649345,21.3229891147438,2079.08,22.2222
210,GENERAL MOTORS,GMC,C1500 Yukon 2WD,11,SUV,T,G,54.4,39330.3545748116,19.9570143752896,15793,21.6751930702101
211,GENERAL MOTORS,GMC,C1500 Yukon Hybrid 2WD,11,SUV,T,G,54.4,51963.9,28.2089,1263,27.1095
212,GENERAL MOTORS,GMC,C1500 Yukon XL 2WD,11,SUV,T,G,61,40393.3607534626,19.9338822983453,9025,21.5736408136163
213,GENERAL MOTORS,GMC,Canyon 2WD,17,SMALL PICKUP TRUCKS,T,G,45.6982997850303,16837.594397335,24.3669528491307,6604,26.2600965487192
214,GENERAL MOTORS,GMC,Canyon 4WD,17,SMALL PICKUP TRUCKS,T,G,45.6982997850303,21020.4558068872,22.6091442226662,2962,23.2291471428824
215,GENERAL MOTORS,GMC,Canyon Cab Chassis INC 2WD,17,SMALL PICKUP TRUCKS,T,G,45.6982997850303,20451,19.4065,28,21.7761
216,GENERAL MOTORS,GMC,Canyon Cab Chassis INC 4WD,17,SMALL PICKUP TRUCKS,T,G,45.6982997850303,23690.52,20.9877,6,23.0102
217,GENERAL MOTORS,GMC,Canyon Crew Cab 2WD,17,SMALL PICKUP TRUCKS,T,G,45.6982997850303,22812.7924137931,23.5694977233546,4524,24.8844237918759
218,GENERAL MOTORS,GMC,Canyon Crew Cab 4WD,17,SMALL PICKUP TRUCKS,T,G,45.6982997850303,25515.3,20.9877,3899,22.4192363253672
219,GENERAL MOTORS,GMC,Envoy 2WD,12,SUV,T,G,49.1236111111111,30565.6398635371,21.142215037586,14656,31.357983468501
220,GENERAL MOTORS,GMC,Envoy 4WD,12,SUV,T,G,49.1236111111111,33404.4921118984,20.3352159231013,21734,27.6295004329705
221,GENERAL MOTORS,GMC,G1500/2500 Savana 2WD Cargo,16,VANS,T,G,63.5625,23799.0203389831,20.6718245219145,1829,21.0764901631302
222,GENERAL MOTORS,GMC,G1500/2500 Savana 2WD Cargo CONV,16,VANS,T,G,63.5625,24607.5,17.5293,491,18.3469
223,GENERAL MOTORS,GMC,G1500/2500 Savana 2WD Pass,16,VANS,T,G,63.5625,27244.2,17.5004069835083,219,18.3469
224,GENERAL MOTORS,GMC,H1500 Savana AWD Cargo CONV,16,VANS,T,G,63.5625,28401.9,17.7589,183,18.3618
225,GENERAL MOTORS,GMC,H1500 Savana Pass Van AWD,16,VANS,T,G,63.5625,30411.3,17.7589,186,18.3618
226,GENERAL MOTORS,GMC,H1500/2500 Savana Cargo AWD,16,VANS,T,G,63.5625,28401.9,19.0973,538,18.345
227,GENERAL MOTORS,GMC,K15 Sierra 4WD 119WB,18,STANDARD PICKUP TRUCKS,T,G,55.9,31794.0281822224,20.2691005426805,6814.53,18.9143328619912
228,GENERAL MOTORS,GMC,K15 Sierra 4WD 133WB/134WB,18,STANDARD PICKUP TRUCKS,T,G,62.5383057239634,31535.0307210221,20.3064380006755,20093.42,20.573174859181
229,GENERAL MOTORS,GMC,K15 Sierra 4WD 143WB,18,STANDARD PICKUP TRUCKS,T,G,67.4,33589.0799741718,19.9451430176299,47947.51,21.1116998838155
230,GENERAL MOTORS,GMC,K15 Sierra 4WD 157WB,18,STANDARD PICKUP TRUCKS,T,G,73.9,31539.6335983429,20.1321131479662,3345.54,20.2752176314286
231,GENERAL MOTORS,GMC,K1500 Yukon 4WD,11,SUV,T,G,54.4,40776.54,20.2962,10652,21.9832
232,GENERAL MOTORS,GMC,K1500 Yukon Hybrid 4WD,11,SUV,T,G,54.4,54830.1,25.9934,1519,20.649699885019
233,GENERAL MOTORS,GMC,K2500 Yukon XL MDPV,11,SUV,T,G,60.7,43642.3259269283,14.4,1595.79485722404,15.4251121076233
234,HONDA,Honda,Accord 2DR Coupe,8,COMPACT CARS,C,G,46.6,26835.7171683124,30.3956945014381,48713,31.2384825799529
235,HONDA,Honda,Accord 4DR Sedan,5,LARGE CARS,C,G,46.6,24789.6535226379,31.2411740977798,335544,31.9255311086268
236,HONDA,Honda,Civic,7,SUBCOMPACT CARS,C,G,43.2,18912.4952083256,38.5155894595127,322284,39.4734991319281
237,HONDA,Honda,Civic Hybrid,8,COMPACT CARS,C,G,44,23699.7,58.8362,32017,58.8362
238,HONDA,Honda,CR-V 2WD,14,SUV,C,G,44.1,22909.2,29.7231,89561,31.2481
239,HONDA,Honda,CR-V 4WD,14,SUV,T,G,44.1,24133.2,28.8185,138754,30.4342
240,HONDA,Honda,Element 2WD,14,SUV,C,G,43.9,21981,28.2451867880766,17580,28.3311
241,HONDA,Honda,Element 4WD,14,SUV,T,G,43.9,22460.4,27.2895023734807,20400,27.3583940660753
242,HONDA,Honda,Fit,8,SMALL STATION WAGONS,C,G,39.5,15549.9,39.9448193079115,74486,40.19617416114
243,HONDA,Honda,Odyssey 2WD,15,MINIVAN,T,G,54.7,32973.54,25.1995578745207,135622,24.9240840589815
244,HONDA,Honda,Pilot 2WD,12,SUV,T,G,51.3,31497.6,23.5655,31178,24.5011
245,HONDA,Honda,Pilot 4WD,12,SUV,T,G,51.3,32925.6,21.942,57535,23.6663
246,HONDA,Honda,Ridgeline 4WD,18,STANDARD PICKUP TRUCKS,T,G,47.6,31250.76,21.3902,43000,21.9648
247,GENERAL MOTORS,Hummer,H3 4WD,11,SUV,T,G,50.7,36453.2947199671,19.1321307713912,29193,19.9822445647739
248,HYUNDAI,Hyundai,Accent,8,COMPACT CARS,C,G,41.4,13645.56,37.171449606014,51562,40.2389496002399
249,HYUNDAI,Hyundai,Azera,5,LARGE CARS,C,G,47.05,29703.7081486652,26.1218921426595,11462,26.2735790183646
250,HYUNDAI,Hyundai,Elantra,9,MIDSIZE CARS,C,G,44,15804.9,36.6349330718812,109498,38.7309410588299
251,HYUNDAI,Hyundai,Santa Fe 2WD,12,SUV,C,G,47.0085713739367,24152.0669441753,26.1877042662054,50569,30.0157558991403
252,HYUNDAI,Hyundai,Santa Fe 4WD,12,SUV,T,G,47.0085713739367,27061.8397617957,24.8709372624976,26196,29.6387635433284
253,HYUNDAI,Hyundai,Sonata,10,LARGE CARS,C,G,46.0179166666667,21521.4023175082,31.0205681527761,87456,32.950319110905
254,HYUNDAI,Hyundai,Tiburon,7,SUBCOMPACT CARS,C,G,40.8775,19482.796025206,28.0371126118712,10315,28.0371126118712
255,HYUNDAI,Hyundai,Tucson 2WD,14,SUV,C,G,44.9642309375,19809.8079202681,27.4153127966292,17007,33.9604324259837
256,HYUNDAI,Hyundai,Tucson 4WD,14,SUV,T,G,44.9642309375,24806.4,24.8765,5481,31.1374
257,HYUNDAI,Hyundai,Veracruz 2WD,12,SUV,T,G,50.37,31155.9,23.5845,8174,24.6638
258,HYUNDAI,Hyundai,Veracruz 4WD,12,SUV,T,G,50.37,32889.9,22.7473,5090,23.6702
259,Nissan,Infiniti,EX35,3,SMALL STATION WAGONS,C,G,48.7,35327.934166557,24.5194707651844,15202,24.5249247396411
260,Nissan,Infiniti,FX35 AWD,11,SUV,T,G,50.8833333333333,57186.3,21.4943,9788,23.1365
261,Nissan,Infiniti,FX35 RWD,11,SUV,C,G,50.8833333333333,54024.3,22.9727,5391,23.973
262,Nissan,Infiniti,FX45 AWD,11,SUV,T,G,49.1628472222222,51831.3,18.6142,395,21.0323
263,Nissan,Infiniti,G37 Coupe,2,SUBCOMPACT CARS,C,G,47.6,36429.3,26.2883641287335,29182,26.9539380282998
264,Nissan,Infiniti,M35,5,LARGE CARS,C,G,49.2,44640.3,24.0053,7874,25.2523
265,Nissan,Infiniti,M35X,5,LARGE CARS,C,G,49.2,46425.3,23.1733,6508,23.4083
266,Nissan,Infiniti,M45,5,LARGE CARS,C,G,49.2,51066.3,22.9377,926,23.0373
267,Nissan,Infiniti,M45X,5,LARGE CARS,C,G,49.2,53616.3,20.6885,1214,20.6885
268,Nissan,Infiniti,QX56 2WD,11,SUV,T,G,57.75,54024.3,18.1142,5019,18.2551
269,Nissan,Infiniti,QX56 4WD,11,SUV,T,G,57.75,57186.3,17.4388,8334,18.0207
270,Tata,Jaguar,Jaguar XJ,5,LARGE CARS,C,G,53.8257968164794,68385.2696629214,24.7402007546223,2670,22.8115377266104
271,Tata,Jaguar,Jaguar XK,19,SUBCOMPACT CARS,C,G,46.8,77010,24.8205,533,24.0404
272,Tata,Jaguar,Jaguar XK Convertible,19,SUBCOMPACT CARS,C,G,46.8,83130,24.8205,1009,23.3026
273,Tata,Jaguar,Jaguar XKR,19,SUBCOMPACT CARS,C,G,46.8,88434,23.067,516,21.965
274,Tata,Jaguar,Jaguar XKR Convertible,19,SUBCOMPACT CARS,C,G,46.8,94554,23.067,749,21.965
275,Tata,Jaguar,Jaguar X-Type,3,COMPACT CARS,C,G,46.8,36558.2345724907,23.5888,807,23.6676434625617
276,Chrysler/Fiat,Jeep,Commander 2WD,12,SUV,T,G,47.6020833333333,32128.4493540052,20.0822819862428,9288,20.6805385958884
277,Chrysler/Fiat,Jeep,Commander 4WD,12,SUV,T,G,47.6020833333333,35570.3214430259,19.6699902677306,27179,20.2733776939711
278,Chrysler/Fiat,Jeep,Compass 2WD,14,SUV,C,G,43.0643055555556,18769.7094401756,30.5244925770397,15487,30.0582944369241
279,Chrysler/Fiat,Jeep,Compass 4WD,14,SUV,T,G,43.0643055555556,21216,29.3146503913936,10660,29.3073202513503
280,Chrysler/Fiat,Jeep,Grand Cherokee 2WD,11,SUV,T,G,47.199132763824,31977.5421728972,21.5100748336047,17120,22.198615781563
281,Chrysler/Fiat,Jeep,Grand Cherokee 4WD,11,SUV,T,G,47.2250388438588,35590.2508357103,20.5317585970726,77479,20.7897602027497
282,Chrysler/Fiat,Jeep,Liberty 2WD,14,SUV,C,G,44.9451388888889,23543.64,23.5270683668864,21353,23.329
283,Chrysler/Fiat,Jeep,Liberty 4WD,14,SUV,T,G,44.9451388888889,25185.84,22.1123451197798,69177,21.8537
284,Chrysler/Fiat,Jeep,Patriot 2WD,14,SUV,C,G,43.0643055555556,18073.7605912619,30.543507042283,34401,30.1514313691738
285,Chrysler/Fiat,Jeep,Patriot 4WD,14,SUV,T,G,43.0643055555556,21091.56,29.3866745577063,27094,29.332008031773
286,Chrysler/Fiat,Jeep,Wrangler 2WD,13,SUV,C,G,41.00875,24168.9,21.7975799033845,5746,21.9045
287,Chrysler/Fiat,Jeep,Wrangler 4WD,13,SUV,T,G,41.00875,22976.6646014405,21.6187379737204,114964,21.7662520016679
288,Kia,Kia,Optima,9,MIDSIZE CARS,C,G,48.2,19194.6492859867,32.0753702864363,47198,33.2745349139269
289,Kia,Kia,Rio,8,COMPACT CARS,C,G,41.3,13690.44,38.2357751315835,35014,40.4517477705974
290,Kia,Kia,Rondo,9,MIDSIZE STATION WAGONS,C,G,45.1341527683055,19971.6071797278,27.5181183830594,23441,29.131344839887
291,Kia,Kia,Sedona,15,MINIVAN,T,G,54.7435416666667,24704.4,23.7736,31800,24.7164
292,Kia,Kia,Sportage 2WD,12,SUV,C,G,46.3048657234167,17913.3296553567,27.5787577892785,26201,28.6959074357514
293,Kia,Kia,Sportage 4WD,12,SUV,T,G,46.3048657234167,23067.5583840199,24.3177919981221,14468,25.7123969629227
294,Volkswagen,Lamborghini,Gallardo,19,COMPACT CARS,C,G,44.31,183651,16.5733642360492,280,19.0194653841088
295,Volkswagen,Lamborghini,Gallardo Spyder,19,COMPACT CARS,C,G,44.31,210120,15.5500607581043,512,19.197
296,Volkswagen,Lamborghini,Marcielago,19,MIDSIZE CARS,C,G,47.7513541666667,319872,13.6579754601227,156,13.602613482798
297,Volkswagen,Lamborghini,Marcielago Roadster,19,MIDSIZE CARS,C,G,47.7513541666667,351900,13.6404779145547,132,13.6852
298,Tata,Land Rover,LR2,11,SUV,T,G,45.9880208333333,36133.5,22.7091,14659,22.3607
299,Tata,Land Rover,LR3,11,SUV,T,G,49.9761111111111,53091,18.4057,7751,18.4057
300,Tata,Land Rover,Range Rover,11,SUV,T,G,50.5,65006.3054429029,18.2037468214349,14055,18.1356850963691
301,Tata,Land Rover,Range Rover Sport,19,SUV,T,G,47.5,84377.4686960615,18.2469767783446,19119,18.2323590390899
302,TOYOTA,Lexus,ES 350,4,MIDSIZE CARS,C,G,46.8956668505629,35174.7,28.6873,79585,28.6873
303,TOYOTA,Lexus,GS 350,4,MIDSIZE CARS,C,G,47.1395833333333,45813.3,28.6658,9851,28.1492
304,TOYOTA,Lexus,GS 350 AWD,4,MIDSIZE CARS,C,G,47.1395833333333,47802.3,26.6628,7766,26.6628
305,TOYOTA,Lexus,GS 450H,3,COMPACT CARS,C,G,47.1395833333333,56778.3,30.823,768,30.823
306,TOYOTA,Lexus,GS 460,4,MIDSIZE CARS,C,G,47.1395833333333,54452.7,25.4158,1645,25.4158
307,TOYOTA,Lexus,GX 470,11,SUV,T,G,47.6,48531.6,19.6279,22523,21.9921
308,TOYOTA,Lexus,IS 250,2,SUBCOMPACT CARS,C,G,45.1067049338673,31844.4,31.392685316961,31514,31.2683755122135
309,TOYOTA,Lexus,IS 250 AWD,2,SUBCOMPACT CARS,C,G,45.1067049338673,35547,28.7628,17299,28.7628
310,TOYOTA,Lexus,IS 350,2,SUBCOMPACT CARS,C,G,45.1067049338673,37403.4,26.5704,6322,28.1492
311,TOYOTA,Lexus,IS F,2,SUBCOMPACT CARS,C,G,45.1067049338673,57120,23.7788,2796,23.7788
312,TOYOTA,Lexus,LS 460,4,MIDSIZE CARS,C,G,45.1067049338673,63510.3,24.5642,21893,24.3011380134903
313,TOYOTA,Lexus,LS 460 L,4,MIDSIZE CARS,C,G,45.1067049338673,73710.3,24.7254,4869,24.2185056939022
314,TOYOTA,Lexus,LS 600HL,19,MIDSIZE CARS,C,G,45.1067049338673,106860.3,26.9406,2113,26.9406
315,TOYOTA,Lexus,LX 570,11,SUV,T,G,50.3,76056.3,18.3211,6780,18.3211
316,TOYOTA,Lexus,RX 350 2WD,11,SUV,C,G,46.2,38928.3,25.7193,35488,26.9826
317,TOYOTA,Lexus,RX 350 4WD,11,SUV,T,G,46.2,40356.3,24.6127,54007,26.5152
318,TOYOTA,Lexus,RX 400H 2WD,11,SUV,C,G,46.4,42783.9,34.1139,6012,40.3557
319,TOYOTA,Lexus,RX 400H 4WD,11,SUV,T,G,46.4,44211.9,33.4232,20020,38.5635
320,TOYOTA,Lexus,SC 430,2,SUBCOMPACT CARS,C,G,43.5007294948121,67544.4,24.1927,2807,24.1927
321,Ford,Lincoln,MKX AWD,11,SUV,T,G,50.5941666666667,38601.9,22.9313,19528,24.6021
322,Ford,Lincoln,MKX FWD,11,SUV,C,G,50.5941666666667,36816.9,24.1996,17356,25.9109
323,Ford,Lincoln,MKZ AWD,4,MIDSIZE CARS,C,G,46.0796481422998,33828.3,25.5332,9144,24.8262
324,Ford,Lincoln,MKZ FWD,4,MIDSIZE CARS,C,G,46.0796481422998,31920.9,27.3071,23313,26.8338
325,Ford,Lincoln,Navigator 2WD,11,SUV,T,G,55.3728764548501,49628.1,18.362,7097,20.1989
326,Ford,Lincoln,Town Car,5,LARGE CARS,C,G,52.7682753196236,45519.54,22.4466128221253,12300,24.7276252533211
327,Chrysler/Fiat,Maserati,Granturismo,19,LARGE CARS,C,G,50.2604166666667,112200,19.3,1465,18.6151452868932
328,Chrysler/Fiat,Maserati,Quattroporte,19,LARGE CARS,C,G,52.385625,117045,17.6,1196,17.7236586988686
329,Daimler,Maybach,57 S,19,LARGE CARS,C,G,61.465625,387600,15.3,57,15.2106
330,Mazda,Mazda,CX-7 2WD,12,SUV,C,G,47.8,26293.56,24.892,20000,29.3231880369532
331,Mazda,Mazda,CX-7 4WD,12,SUV,T,G,47.8,28095.9,23.9919,13134,25.1402
332,Mazda,Mazda,CX-9 2WD,12,SUV,C,G,51,32692.02,22.1503,17203,23.2756
333,Mazda,Mazda,CX-9 4WD,11,SUV,T,G,51,34018.02,23.5361,18830,22.1773
334,Mazda,Mazda,Generic Mini Car,7,SUBCOMPACT CARS,C,G,40.8016977354539,25757.575755,36.33965625,1,36.33965625
335,Mazda,Mazda,Mazda 3,8,COMPACT CARS,C,G,43.2644615289231,17292.17209375,33.3956655485569,120960,34.6309984230612
336,Mazda,Mazda,Mazda 5,15,MINIVAN,T,G,45.3,21377.16,30.6796168836139,16389,30.6971081243183
337,Mazda,Mazda,Mazda 6,9,MIDSIZE CARS,C,G,47.8999395498791,23397.9818774085,30.6980101546013,44114,31.3899304108369
338,Mazda,Mazda,Mazda RX-8,2,SUBCOMPACT CARS,C,G,43.6664935829872,30429.7326495727,24.0276542746714,2106,24.0313259225496
339,Mazda,Mazda,Mazdaspeed 3,9,MIDSIZE CARS,C,G,43.2644615289231,24267.84,26.6164,8101,26.9606
340,Mazda,Mazda,MX-5,6,TWO SEATERS,C,G,39.4612145895662,25503.6779506358,30.0021763841547,16044,31.0084374461766
341,Mazda,Mazda,Tribute 4WD,14,SUV,T,G,43.5,25043.911498406,26.5426887079068,5646,28.5522586801575
342,Mazda,Mazda,Tribute FWD,14,SUV,C,G,43.5,23142.0945645933,28.4794708686564,17765,30.7273887701651
343,Mazda,Mazda,Tribute Hybrid 2WD,14,SUV,C,G,43.5,28595.7,43.4087,367,44.1352
344,Mazda,Mazda,Tribute Hybrid 4WD,14,SUV,T,G,43.5,30380.7,38.0277,56,39.2695
345,Daimler,Mercedes-Benz,C300,3,COMPACT CARS,C,G,45.8578125,33940.5,26.6035238773262,40905,26.1909096271282
346,Daimler,Mercedes-Benz,C300 4MATIC,3,COMPACT CARS,C,G,45.8578125,36510.9,26.0593,22578,25.6565
347,Daimler,Mercedes-Benz,C350,3,COMPACT CARS,C,G,43.6664935829872,38479.5,25.6784,14829,25.6168
348,Daimler,Mercedes-Benz,C63 AMG,3,COMPACT CARS,C,G,51.0023958333333,54876,18.4931,435,18.8241
349,Daimler,Mercedes-Benz,CL550,19,COMPACT CARS,C,G,51.0023958333333,105952.5,21.1259,2222,21.2675
350,Daimler,Mercedes-Benz,CL600,19,COMPACT CARS,C,G,54.5990277777778,150628.5,17.0634,276,17.2308
351,Daimler,Mercedes-Benz,CL63 AMG,19,COMPACT CARS,C,G,51.0023958333333,140530.5,17.1496,1409,17.39
352,Daimler,Mercedes-Benz,CL65 AMG,19,COMPACT CARS,C,G,51.0023958333333,202291.5,16.8416,304,16.8416
353,Daimler,Mercedes-Benz,CLS550,3,COMPACT CARS,C,G,51.0023958333333,69742.5,21.1259,6190,21.1319
354,Daimler,Mercedes-Benz,CLS63 AMG,19,COMPACT CARS,C,G,51.0023958333333,95854.5,18.3549,554,18.0381
355,Daimler,Mercedes-Benz,E350,4,MIDSIZE CARS,C,G,48.3944444444444,52708.5,25.6784,15047,25.8555988030544
356,Daimler,Mercedes-Benz,E350 4MATIC,4,MIDSIZE CARS,C,G,48.3944444444444,54238.5,23.9014,19753,24.7486
357,Daimler,Mercedes-Benz,E550,4,MIDSIZE CARS,C,G,48.3944444444444,61378.5,22.1925,1806,22.6348075591718
358,Daimler,Mercedes-Benz,E550 4MATIC,4,MIDSIZE CARS,C,G,48.3944444444444,62908.5,19.9254,452,22.7193
359,Daimler,Mercedes-Benz,E63 AMG,19,MIDSIZE CARS,C,G,48.3944444444444,87490.5,18.3549,973,19.4207
360,Daimler,Mercedes-Benz,G500,19,SUV,T,G,46.4383333333333,88714.5,16.4789,593,16.2143
361,Daimler,Mercedes-Benz,G55 AMG,19,SUV,T,G,46.4383333333333,112888.5,15.1536,538,15.2136
362,Daimler,Mercedes-Benz,GL450 4MATIC,11,SUV,T,G,54.7052430555556,57400.5,18.8161,17261,18.7993
363,Daimler,Mercedes-Benz,GL550 4MATIC,19,SUV,T,G,54.7052430555556,79305,18.3543,7040,18.0908
364,Daimler,Mercedes-Benz,ML350 4MATIC,11,SUV,T,G,51.0176041666667,45313.5,21.611,27587,21.948517123012
365,Daimler,Mercedes-Benz,ML550 4MATIC,11,SUV,T,G,51.0176041666667,54238.5,19.2178,3218,19.2178
366,Daimler,Mercedes-Benz,ML63 AMG,19,SUV,T,G,51.0176041666667,89173.5,15.4034,954,15.1949
367,Daimler,Mercedes-Benz,R350 4MATIC,11,SUV,T,G,57.4975,46078.5,20.9116,6939,20.6121
368,Daimler,Mercedes-Benz,S550,19,LARGE CARS,C,G,54.5990277777778,89224.5,21.1259,12093,19.5865
369,Daimler,Mercedes-Benz,S550 4MATIC,19,LARGE CARS,C,G,54.5990277777778,92284.5,21.0947,11045,20.5269
370,Daimler,Mercedes-Benz,S600,19,LARGE CARS,C,G,54.5990277777778,147874.5,17.0634,444,16.9565
371,Daimler,Mercedes-Benz,S63 AMG,19,LARGE CARS,C,G,54.5990277777778,130330.5,17.1496,2294,17.2611
372,Daimler,Mercedes-Benz,S65 AMG,19,LARGE CARS,C,G,54.5990277777778,136654.5,16.6054,284,16.6054
373,Daimler,Mercedes-Benz,SL55 AMG,19,TWO SEATERS,C,G,54.5990277777778,136654.5,18.0705,417,18.0705
374,Daimler,Mercedes-Benz,SL550,19,TWO SEATERS,C,G,54.5990277777778,97996.5,21.1259,3124,21.1259
375,Daimler,Mercedes-Benz,SL600,19,TWO SEATERS,C,G,54.5990277777778,132676.5,17.3605,74,17.3605
376,Daimler,Mercedes-Benz,SL65 AMG,19,TWO SEATERS,C,G,54.5990277777778,191734.5,17.4521,93,17.4521
377,Daimler,Mercedes-Benz,SLK280,1,TWO SEATERS,C,G,40.2405208333333,45568.5,26.037624840254,2834,27.7194341244653
378,Daimler,Mercedes-Benz,SLK350,1,TWO SEATERS,C,G,40.2405208333333,50974.5,24.9933411097001,1178,26.7021
379,Daimler,Mercedes-Benz,SLK55 AMG,1,TWO SEATERS,C,G,40.2405208333333,64999.5,20.9981,367,21.8896
380,Ford,Mercury,Grand Marquis,5,LARGE CARS,C,G,51.4328655004185,27820.5,22.7961,44071,24.5198
381,Ford,Mercury,Mariner 4WD,14,SUV,T,G,43.4658333333333,25710.9333170969,25.090693482799,24636,26.9269061828518
382,Ford,Mercury,Mariner FWD,14,SUV,C,G,43.4658333333333,23504.9118226601,26.8379353755693,23751,29.8080329938214
383,Ford,Mercury,Mariner Hybrid 4WD,14,SUV,T,G,43.4658333333333,28937.4,38.0277,2389,39.2694
384,Ford,Mercury,Mariner Hybrid FWD,14,SUV,C,G,43.4658333333333,27152.4,43.4087,2155,44.134
385,Ford,Mercury,Milan AWD,9,MIDSIZE CARS,C,G,46.1010586940966,25910.04,25.9579,2629,26.5451
386,Ford,Mercury,Milan FWD,9,MIDSIZE CARS,C,G,46.1010586940966,22236.0949264485,30.0611684184541,29979,31.484115569452
387,Ford,Mercury,Mountaineer 2WD,12,SUV,T,G,48.4409375,29142.6112020075,20.6930956962471,3985,20.4702
388,Ford,Mercury,Mountaineer 4WD,12,SUV,T,G,48.4409375,31712.4054124829,19.3661098676536,12449,19.7633360028005
389,BMW,MINI,MINI Clubman,7,SUBCOMPACT CARS,C,G,40,21012,40.034602878591,3750,38.543337414695
390,BMW,MINI,MINI Clubman S,7,SUBCOMPACT CARS,C,G,40,24582,36.7044490606443,4602,36.3538668361334
391,BMW,MINI,MINI Cooper,7,SUBCOMPACT CARS,C,G,38.7,19074,39.9115735385542,12810,38.7312930625173
392,BMW,MINI,MINI Cooper Convertible,7,SUBCOMPACT CARS,C,G,38.8,23052,33.6058132866652,2496,38.6061400980403
393,BMW,MINI,MINI Cooper S,7,SUBCOMPACT CARS,C,G,38.7,22287,36.8666162696733,13662,36.3287767493916
394,BMW,MINI,MINI Cooper S Convertible,2,SUBCOMPACT CARS,C,G,38.7,26571,30.7053928125169,3150,36.3823590010433
395,Mitsubishi,Mitsubishi,Eclipse,2,SUBCOMPACT CARS,C,G,43.5,23793.1008277493,28.3730576161373,15222,28.8992721705991
396,Mitsubishi,Mitsubishi,Eclipse Spyder,2,SUBCOMPACT CARS,C,G,43.5,27863.4219642857,27.4072259956471,5824,26.6432676721085
397,Mitsubishi,Mitsubishi,Endeavor 2WD,12,SUV,T,G,48.1,28813.98,22.8372,4691,22.7852
398,Mitsubishi,Mitsubishi,Endeavor AWD,12,SUV,T,G,48.1,30343.98,21.4501,4892,21.4501
399,Mitsubishi,Mitsubishi,Galant,9,MIDSIZE CARS,C,G,46.5,21940.0897113299,29.571622347569,11986,32.0569
400,Mitsubishi,Mitsubishi,Generic Mini Car,7,SUBCOMPACT CARS,C,G,40.8016977354539,25757.575755,36.33965625,1,36.33965625
401,Mitsubishi,Mitsubishi,Lancer,8,COMPACT CARS,C,G,43.3691491688539,16845.3,31.9894314613982,38353,33.0979014953929
402,Mitsubishi,Mitsubishi,Lancer Evolution,3,COMPACT CARS,C,G,44,34312.8,24.0224146164139,5315,24.004773782948
403,Mitsubishi,Mitsubishi,Outlander 2WD,14,SUV,C,G,44.2,23399.7143121174,27.1412464186703,8657,30.1969780718973
404,Mitsubishi,Mitsubishi,Outlander 4WD,14,SUV,T,G,44.2,24164.0713890809,26.2412808484081,5788,28.1241065892645
405,Nissan,Nissan,350Z,1,TWO SEATERS,C,G,43.2,34463.76,26.072021868285,9903,27.5527328924804
406,Nissan,Nissan,350Z Roadster,1,TWO SEATERS,C,G,43.2,39550.5,25.0535779281142,2470,26.6429545151408
407,Nissan,Nissan,Altima,9,MIDSIZE CARS,C,G,46.2,20920.3506160355,33.5854849019135,242275,34.9593812746699
408,Nissan,Nissan,Altima Coupe,7,SUBCOMPACT CARS,C,G,44.3,23043.8552238806,32.197551734339,53801,33.9803495298009
409,Nissan,Nissan,Altima Hybrid,9,MIDSIZE CARS,C,G,46.2,26106.9,46.7098,8056,46.7098
410,Nissan,Nissan,Armada 2WD,11,SUV,T,G,57.1020138888889,40111.5,18.1976781127738,17859,18.5724960899228
411,Nissan,Nissan,Armada 4WD,11,SUV,T,G,57.1020138888889,42967.5,17.7667975861691,9753,18.1748533246104
412,Nissan,Nissan,Frontier 2WD,17,SMALL PICKUP TRUCKS,T,G,54.1920607968265,23266.832090376,22.0963660712921,28990,22.4444205075551
413,Nissan,Nissan,Frontier 4WD,17,SMALL PICKUP TRUCKS,T,G,54.779850617284,26641.5658666667,20.82348372154,18225,20.9634595995702
414,Nissan,Nissan,Maxima,4,MIDSIZE CARS,C,G,47.2,30477.6,27.7547,38602,28.5451
415,Nissan,Nissan,Pathfinder 2WD,12,SUV,T,G,48.1525,31641.6849117269,22.2221404757929,27245,22.4571631887637
416,Nissan,Nissan,Pathfinder 4WD,11,SUV,T,G,48.1525,35691.4894905286,20.6551486821911,29246,21.0765477188707
